VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
1D8GU28K68W185430,2008,Silver,SUV,6 Cylinder,NITRO SXT                ,124705,Accurate,DODGE,Truck,483,SUV,3.7L,Gasoline,Automatic,483,5200
2CNDL23F156186341,2005,SILVER,SUV,6 Cylinder,EQUINOX LS               ,104379,Accurate,CHEVROLET,Truck,86,SUV,3.4L,Gasoline,Automatic,86,5700
1G1ZW63196F149082,2006,Black,2 Door,6 Cylinder,MALIBU                   ,88694,Accurate,CHEVROLET,Passenger,125,Mid-size,3.9L,Gasoline,Automatic,125,5225
1G4HR54KX3U186785,2003,Tan,4 Door,6 Cylinder,LESABRE LIMITED          ,55500.33333,Accurate,BUICK,Passenger,295,Full-size,3.8L,Gasoline,Automatic,295,4125
3N1BC13E39L443419,2009,Black,4 Door,4 Cylinder,VERSA S/SL               ,79854,Accurate,NISSAN,Passenger,477,Compact,1.8L,Gasoline,Automatic,477,5300
1N4AL21E17C139103,2007,Blue,4 Door,4 Cylinder,ALTIMA,104390,Accurate,NISSAN,Passenger,251,Mid-size,2.5L,Gasoline,Automatic,251,5590
1G2NF52E54M500426,2004,White,4 Door,6 Cylinder,GRAND AM SE1             ,118444,Accurate,PONTIAC,Passenger,483,Mid-size,3.4L,Gasoline,Automatic,483,3675
1FAFP55254G145180,2004,Beige,4 Door,6 Cylinder,TAURUS SES               ,84234,Accurate,FORD,Passenger,348,Mid-size,3.0L,Flex - Fuel,Automatic,348,4675
1FAFP53275A207461,2005,Maroon,4 Door,6 Cylinder,TAURUS SE                ,98418,Accurate,FORD,Passenger,421,Mid-size,3.0L,Flex - Fuel,Automatic,421,3240
2FMZA51666BA59920,2006,White,Van,6 Cylinder,FREESTAR SE              ,112760.4058,Accurate,FORD,Truck,450,Van,3.9L,Gasoline,Automatic,450,6600
1G1ZA5E15BF101790,2011,Beige,4 Door,4 Cylinder,MALIBU                   ,94495,Accurate,CHEVROLET,Passenger,470,Mid-size,2.4L,Gasoline,Automatic,470,3990
2C3KA53V59H634587,2009,White,4 Door,6 Cylinder,300,125932,Accurate,CHRYSLER,Passenger,404,Full-size,3.5L,Gasoline,Automatic,404,6000
1G8ZS57N58F112585,2008,Black,4 Door,6 Cylinder,AURA XE                  ,97477,Accurate,SATURN,Passenger,306,Full-size,3.5L,Gasoline,Automatic,306,4810
4F2CZ94173KM12807,2003,Black,SUV,6 Cylinder,TRIBUTE LX               ,115620,Accurate,MAZDA,Truck,74,SUV,3.0L,Gasoline,Automatic,74,5005
KNAFG528197235076,2009,Blue,4 Door,4 Cylinder,RONDO/LX/EX              ,73825,Accurate,KIA,Passenger,222,Van,2.4L,Gasoline,Automatic,222,4600
2G1WT58K879133344,2007,Silver,4 Door,6 Cylinder,IMPALA LT                ,135360.2727,Accurate,CHEVROLET,Passenger,438,Full-size,3.5L,Flex - Fuel,Automatic,438,3500
5NPDH4AE9DH337335,2013,Black,4 Door,4 Cylinder,ELANTRA                  ,81416,Accurate,HYUNDAI,Passenger,475,Mid-size,1.8L,Gasoline,Automatic,475,5545
1GNDT13S242142735,2004,Gray,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,126254,Accurate,CHEVROLET,Truck,425,SUV,4.2L,Gasoline,Automatic,425,3000
1FAFP53U06A184835,2006,Silver,4 Door,6 Cylinder,TAURUS SE                ,114518,Accurate,FORD,Passenger,388,Mid-size,3.0L,Gasoline,Automatic,388,4600
2G1WT58K079191822,2007,Gray,4 Door,6 Cylinder,IMPALA LT                ,118207,Accurate,CHEVROLET,Passenger,306,Full-size,3.5L,Flex - Fuel,Automatic,306,4445
1FADP3F25DL267099,2013,Black,4 Door,4 Cylinder,FOCUS                    ,103885,Accurate,FORD,Passenger,500,Compact,2.0L,Gasoline,Automatic,500,4400
3FAHP08Z57R220400,2007,Gray,4 Door,4 Cylinder,FUSION SEL               ,105807,Accurate,FORD,Passenger,477,Mid-size,2.3L,Gasoline,Automatic,477,4900
KM8SC73D06U104735,2006,Green,SUV,6 Cylinder,SANTA FE GL/LTD          ,139647,Accurate,HYUNDAI,Truck,470,SUV,2.7L,Gasoline,Automatic,470,2655
1J4GX48S04C152902,2004,Gold,SUV,6 Cylinder,GRAND CHEROKEE LAR/COL/FR,80115,Accurate,JEEP,Truck,291,SUV,4.0L,Gasoline,Automatic,291,5210
3A4FY48B36T363219,2006,White,Van,4 Cylinder,PT CRUISER               ,115524.3333,Accurate,CHRYSLER,Truck,37,Mid-size,2.4L,Gasoline,5-Speed,37,1000
5FNRL18004B068430,2004,Blue,Van,6 Cylinder,ODYSSEY EXL              ,107412,Accurate,HONDA,Truck,423,Van,3.5L,Gasoline,Automatic,423,3520
1FAFP53U24A154295,2004,Gold,4 Door,6 Cylinder,TAURUS SE                ,93095.75,Accurate,FORD,Passenger,422,Mid-size,3.0L,Gasoline,Automatic,422,3500
1VWBH7A32DC093530,2013,Black,4 Door,5 Cylinder,PASSAT                   ,114862,Accurate,VOLKSWAGEN,Passenger,318,Full-size,2.5L,Gasoline,Automatic,318,5440
3GNDA53P68S620156,2008,Silver,SUV,4 Cylinder,HHR LT                   ,94904,Accurate,CHEVROLET,Truck,318,Mid-size,2.4L,Gasoline,Automatic,318,4895
1B3EL46X16N240132,2006,Silver,4 Door,4 Cylinder,STRATUS SXT              ,117774,Accurate,DODGE,Passenger,394,Mid-size,2.4L,Gasoline,Automatic,394,4600
2HNYD18696H533159,2006,Blue,SUV,6 Cylinder,MDX                      ,153613,Accurate,ACURA,Truck,378,SUV,3.5L,Gasoline,Automatic,378,6435
2D4GP44L66R641743,2006,Silver,Van,6 Cylinder,GRAND CARAVAN SXT        ,122062.2727,Accurate,DODGE,Truck,5,Van,3.8L,Gasoline,Automatic,5,8805
3N1AB61E38L731065,2008,White,4 Door,4 Cylinder,SENTRA 2.0/2.0S/2.0SL    ,101318.6667,Accurate,NISSAN,Passenger,296,Compact,2.0L,Gasoline,Automatic,296,3980
1B3EL46X36N224272,2006,Gold,4 Door,4 Cylinder,STRATUS SXT              ,105761,Accurate,DODGE,Passenger,306,Mid-size,2.4L,Gasoline,Automatic,306,3500
2G1WF5EK3B1295384,2011,Silver,4 Door,6 Cylinder,IMPALA LS                ,98521,Accurate,CHEVROLET,Passenger,125,Full-size,3.5L,Flex - Fuel,Automatic,125,6600
2G1WB58K279209725,2007,BLUE,4 Door,6 Cylinder,IMPALA LS                ,117273.3333,Accurate,CHEVROLET,Passenger,77,Full-size,3.5L,Flex - Fuel,Automatic,77,5700
2G1WG5EK3B1238261,2011,Gray,4 Door,6 Cylinder,IMPALA                   ,109834,Accurate,CHEVROLET,Passenger,5,Full-size,3.5L,Flex - Fuel,Automatic,5,5900
KM8JN12D76U413378,2006,Black,SUV,6 Cylinder,TUCSON,98201,Accurate,HYUNDAI,Truck,514,SUV,2.7L,Gasoline,Automatic,514,5400
2G1WH52K039121709,2003,Blue,4 Door,6 Cylinder,IMPALA LS                ,82769,Accurate,CHEVROLET,Passenger,441,Full-size,3.8L,Gasoline,Automatic,441,4348
1FAHP3FNXBW147595,2011,Gray,4 Door,4 Cylinder,FOCUS                    ,46049,Accurate,FORD,Passenger,295,Compact,2.0L,Gasoline,Automatic,295,4140
1HGFA16507L124201,2007,Gold,4 Door,4 Cylinder,CIVIC                    ,106495,Accurate,HONDA,Passenger,291,Compact,1.8L,Gasoline,Automatic,291,5560
1C3EL46X45N636749,2005,Blue,4 Door,4 Cylinder,SEBRING                  ,117669,Accurate,CHRYSLER,Passenger,409,Mid-size,2.4L,Gasoline,Automatic,409,4525
1GNDS13S182108830,2008,Black,SUV,6 Cylinder,TRAILBLAZER              ,126438,Accurate,CHEVROLET,Truck,465,SUV,4.2L,Gasoline,Automatic,465,6800
KNAFE121075456808,2007,Silver,4 Door,4 Cylinder,SPECTRA EX/LX/SX         ,120947,Accurate,KIA,Passenger,386,Compact,2.0L,Gasoline,Automatic,386,4300
2FMZA50624BA08462,2004,Blue,Van,6 Cylinder,FREESTAR S               ,102854,Accurate,FORD,Truck,110,Van,3.9L,Gasoline,Automatic,110,4470
2G1WH52K949352576,2004,White,4 Door,6 Cylinder,IMPALA LS                ,91136,Accurate,CHEVROLET,Passenger,306,Full-size,3.8L,Gasoline,Automatic,306,4520
2G2WP552081188858,2008,White,4 Door,6 Cylinder,GRAND PRIX               ,107613.3194,Accurate,PONTIAC,Passenger,362,Full-size,3.8L,Gasoline,Automatic,362,6105
1GNDV23107D138652,2007,Maroon,Van,6 Cylinder,UPLANDER EXT LS          ,88603,Accurate,CHEVROLET,Truck,69,Van,3.9L,Gasoline,Automatic,69,4800
1C4NJRBB0CD524347,2012,RED,SUV,4 Cylinder,PATRIOT                  ,118865,Accurate,JEEP,Truck,125,SUV,2.4L,Gasoline,Automatic,125,5800
1G2ZG57B994225986,2009,SILVER,4 Door,4 Cylinder,G6                       ,88442,Accurate,PONTIAC,Passenger,315,Mid-size,2.4L,Gasoline,Automatic,315,3500
2G1WT57N791293616,2009,White,4 Door,6 Cylinder,IMPALA 1LT               ,107034,Accurate,CHEVROLET,Passenger,463,Full-size,3.5L,Gasoline,Automatic,463,6440
1GNDS13S072226172,2007,Blue,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,112899,Accurate,CHEVROLET,Truck,112,SUV,4.2L,Gasoline,Automatic,112,5800
3C4FY58BX5T605966,2005,Silver,Van,4 Cylinder,PT CRUISER TOURINGEDITION,97650,Accurate,CHRYSLER,Truck,422,Mid-size,2.4L,Gasoline,Automatic,422,4900
1D4HD48N16F148035,2006,Red,SUV,8 Cylinder,DURANGO SLT              ,135468,Accurate,DODGE,Truck,487,SUV,4.7L,Gasoline,Automatic,487,4920
1N4AL21E89N412948,2009,Tan,4 Door,4 Cylinder,ALTIMA 2.5/2.5 S         ,121705,Accurate,NISSAN,Passenger,483,Mid-size,2.5L,Gasoline,Automatic,483,5500
1FAHP3K29CL408066,2012,Red,2 Door,4 Cylinder,FOCUS                    ,70341,Accurate,FORD,Passenger,125,Compact,2.0L,Gasoline,Automatic,125,6225
1C3EL46X36N238711,2006,White,4 Door,4 Cylinder,SEBRING                  ,112922,Accurate,CHRYSLER,Passenger,432,Mid-size,2.4L,Gasoline,Automatic,432,4350
1G4HP52K844108130,2004,BLUE,4 Door,6 Cylinder,LESABRE CUSTOM           ,88854,Accurate,BUICK,Passenger,315,Full-size,3.8L,Gasoline,Automatic,315,5200
KMHFC46FX6A038399,2006,Blue,4 Door,6 Cylinder,AZERA SE/LIMITED         ,95287,Accurate,HYUNDAI,Passenger,62,Full-size,3.8L,Gasoline,Automatic,62,7000
KNAFU4A29B5354639,2011,White,4 Door,4 Cylinder,FORTE                    ,100704,Accurate,KIA,Passenger,425,Compact,2.0L,Gasoline,Automatic,425,3800
5TDZA23C44S012399,2004,Silver,Van,6 Cylinder,SIENNA CE/LE             ,127965,Accurate,TOYOTA,Truck,295,Van,3.3L,Gasoline,Automatic,295,4705
3FAFP07126R103486,2006,Black,4 Door,6 Cylinder,FUSION,93000,Accurate,FORD,Passenger,466,Mid-size,3.0L,Gasoline,Automatic,466,3600
1G1PC5SH0C7146151,2012,Gold,4 Door,4 Cylinder,CRUZE,99106,Accurate,CHEVROLET,Passenger,382,Compact,1.8L,Gasoline,Automatic,382,6000
2CKDL73F876081826,2007,Red,SUV,6 Cylinder,TORRENT                  ,140625,Accurate,PONTIAC,Truck,310,SUV,3.4L,Gasoline,Automatic,310,6048.86
1G2AL18F987240603,2008,Black,2 Door,4 Cylinder,G5                       ,86854,Accurate,PONTIAC,Passenger,404,Compact,2.2L,Gasoline,Automatic,404,4700
JM3LW28J130362922,2003,Tan,Van,6 Cylinder,MPV WAGON                ,90543,Accurate,MAZDA,Truck,228,Mid-size,3.0L,Gasoline,Automatic,228,3160
1FMYU02Z86KB07423,2006,WHITE,SUV,4 Cylinder,ESCAPE XLS               ,117202,Accurate,FORD,Truck,85,SUV,2.3L,Gasoline,Automatic,85,5300
3D4GH57V49T169821,2009,White,SUV,6 Cylinder,JOURNEY,91896.66667,Accurate,DODGE,Truck,382,Compact,3.5L,Gasoline,Automatic,382,5900
JA4MS31X57Z019779,2007,Gold,SUV,6 Cylinder,OUTLANDER,96991,Accurate,MITSUBISHI,Truck,119,SUV,3.0L,Gasoline,Automatic,119,5000
1FAHP53U02A109541,2002,Blue,4 Door,6 Cylinder,TAURUS SE                ,125635.6667,Accurate,FORD,Passenger,74,Mid-size,3.0L,Gasoline,Automatic,74,4000
5NPET46C19H473203,2009,Grey,4 Door,4 Cylinder,SONATA GLS               ,115728,Accurate,HYUNDAI,Passenger,292,Full-size,2.4L,Gasoline,Automatic,292,3590
3N1BC13E27L385140,2007,Gray,2 Door,4 Cylinder,VERSA,87687,Accurate,NISSAN,Passenger,69,Compact,1.8L,Gasoline,Automatic,69,1500
1G1NE52J63M630704,2003,Silver,4 Door,6 Cylinder,MALIBU LS                ,108806,Accurate,CHEVROLET,Passenger,189,Mid-size,3.1L,Gasoline,Automatic,189,3800
1MEFM50U24A603237,2004,Brown,4 Door,6 Cylinder,SABLE                    ,98036,Accurate,MERCURY,Passenger,412,Mid-size,3.0L,Gasoline,Automatic,412,4950
KMHFC46F16A105939,2006,Blue,4 Door,6 Cylinder,AZERA                    ,65958,Accurate,HYUNDAI,Passenger,456,Full-size,3.8L,Gasoline,Automatic,456,2500
4T1BE32K25U960474,2005,Gray,4 Door,4 Cylinder,CAMRY                    ,139150,Accurate,TOYOTA,Passenger,498,Mid-size,2.4L,Gasoline,Automatic,498,4275
1G1JC6SB4D4119528,2013,Orange,4 Door,4 Cylinder,SONIC LT                 ,98392,Accurate,CHEVROLET,Passenger,468,,1.4L,Gasoline,Automatic,468,5520
1N4BA41E25C844754,2005,Beige,4 Door,6 Cylinder,MAXIMA                   ,124075,Accurate,NISSAN,Passenger,386,Full-size,3.5L,Gasoline,Automatic,386,4940
1D7HU18D43S373206,2003,Red,Truck,8 Cylinder,RAM 1500 QUAD ST/SLT     ,128246,Accurate,DODGE,Truck,59,Full-Size Truck,5.7L,Gasoline,Automatic,59,7900
1GNDT13S582231589,2008,Silver,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,146362,Accurate,CHEVROLET,Truck,472,SUV,4.2L,Gasoline,Automatic,472,5500
2G1WA5EK1A1101867,2010,Black,4 Door,6 Cylinder,IMPALA                   ,133329.5,Accurate,CHEVROLET,Passenger,391,Full-size,3.5L,Flex - Fuel,Automatic,391,5190
1G2ZG58BX74203460,2007,RED,4 Door,4 Cylinder,G6/SE                    ,81827,Accurate,PONTIAC,Passenger,80,Mid-size,2.4L,Gasoline,Automatic,80,5700
3G5DA03E53S526098,2003,Gold,SUV,6 Cylinder,RENDEZVOUS CX/CXL        ,106327,Accurate,BUICK,Truck,406,SUV,3.4L,Gasoline,Automatic,406,4950
5NPEU46F37H246728,2007,Green,4 Door,6 Cylinder,SONATA                   ,76015,Accurate,HYUNDAI,Passenger,500,Full-size,3.3L,Gasoline,Automatic,500,4500
2G1WG5EKXB1285495,2011,Silver,4 Door,6 Cylinder,IMPALA                   ,74393,Accurate,CHEVROLET,Passenger,225,Full-size,3.5L,Flex - Fuel,Automatic,225,6200
3G5DB03E65S529656,2005,Blue,SUV,6 Cylinder,RENDEZVOUS CX/CXL        ,101953.3333,Accurate,BUICK,Truck,374,SUV,3.4L,Gasoline,Automatic,374,8000
1G2AL18F687235486,2008,White,2 Door,4 Cylinder,G5                       ,96215,Accurate,PONTIAC,Passenger,255,Compact,2.2L,Gasoline,Automatic,255,5000
1B3EL36X52N142452,2002,Silver,4 Door,4 Cylinder,STRATUS SE               ,62036,Accurate,DODGE,Passenger,72,Mid-size,2.4L,Gasoline,Automatic,72,4200
2A4RR5DX1AR123809,2010,Red,Van,6 Cylinder,TOWN & COUNTRY           ,103645,Accurate,CHRYSLER,Truck,551,Van,4.0L,Gasoline,Automatic,551,4680
1G1AK15F767615977,2006,Red,2 Door,4 Cylinder,COBALT LS LEVEL 2        ,94279,Accurate,CHEVROLET,Passenger,474,Compact,2.2L,Gasoline,Automatic,474,4825
1G2AL18F177385665,2007,WHITE,2 Door,4 Cylinder,G5                       ,117780.3333,Accurate,PONTIAC,Passenger,82,Compact,2.2L,Gasoline,Automatic,82,4800
2CNDL73F166015149,2006,Gray,SUV,6 Cylinder,EQUINOX,97915,Accurate,CHEVROLET,Truck,69,SUV,3.4L,Gasoline,Automatic,69,4500
KMHEU46C46A086933,2006,Black,4 Door,4 Cylinder,SONATA GLS/LX            ,106371,Accurate,HYUNDAI,Passenger,77,Full-size,2.4L,Gasoline,Automatic,77,4900
2CNDL13F786057700,2008,GRAY,SUV,6 Cylinder,EQUINOX LS               ,91237,Accurate,CHEVROLET,Truck,382,SUV,,Gasoline,Automatic,382,7100
1C3LC46R38N148616,2008,WHITE,4 Door,6 Cylinder,SEBRING LX               ,97705,Accurate,CHRYSLER,Passenger,315,Mid-size,2.7L,Gasoline,Automatic,315,6875
KNAFE221X95637651,2009,Blue,4 Door,4 Cylinder,SPECTRA,97965,Accurate,KIA,Passenger,509,Compact,2.0L,Gasoline,Automatic,509,3120
1FAHP3M20CL135256,2012,Black,2 Door,4 Cylinder,FOCUS                    ,106895.3333,Accurate,FORD,Passenger,370,Compact,2.0L,Gasoline,Automatic,370,6000
3MEFM071X6R636705,2006,Other,4 Door,6 Cylinder,MILAN                    ,70105,Accurate,MERCURY,Passenger,511,Full-size,3.0L,Gasoline,Automatic,511,4425
2G1WF52E539115274,2003,Gold,4 Door,6 Cylinder,IMPALA                   ,104517,Accurate,CHEVROLET,Passenger,444,Full-size,3.4L,Gasoline,Automatic,444,2500
1G4HR54K92U197338,2002,Blue,4 Door,6 Cylinder,LESABRE LIMITED          ,121137.3214,Accurate,BUICK,Passenger,61,Full-size,3.8L,Gasoline,Automatic,61,6700
2FMDK49C78BA37584,2008,Silver,SUV,6 Cylinder,EDGE,137751,Accurate,FORD,Truck,69,SUV,3.5L,Gasoline,Automatic,69,5000
1G1ZU53876F127627,2006,GRAY,4 Door,6 Cylinder,MALIBU LTZ               ,102652,Accurate,CHEVROLET,Passenger,119,Mid-size,3.5L,Gasoline,Automatic,119,5800
2D8HN54189R688189,2009,WHITE,Van,6 Cylinder,GRAND CARAVAN,119131,Accurate,DODGE,Truck,119,Van,3.8L,Gasoline,Automatic,119,6800
1FTRF12215NB11354,2005,Black,Truck,6 Cylinder,F150                     ,97830,Accurate,FORD,Truck,69,Full-Size Truck,4.2L,Gasoline,Automatic,69,4865
1G1JC124227331070,2002,Yellow,2 Door,4 Cylinder,CAVALIER                 ,104535,Accurate,CHEVROLET,Passenger,117,Compact,2.2L,Gasoline,Automatic,117,4200
1GNDT13S152287380,2005,Blue,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,109573,Accurate,CHEVROLET,Truck,237,SUV,4.2L,Gasoline,Automatic,237,3390
1GNDT13S372252651,2007,Red,SUV,6 Cylinder,TRAILBLAZER              ,122763,Accurate,CHEVROLET,Truck,292,SUV,4.2L,Gasoline,Automatic,292,5300
2FMZA51686BA26725,2006,Brown,Van,6 Cylinder,FREESTAR SE              ,113697,Accurate,FORD,Truck,81,Van,3.9L,Gasoline,Automatic,81,4800
JTDJT903995232851,2009,Black,2 Door,4 Cylinder,YARIS                    ,112417,Accurate,TOYOTA,Passenger,402,Compact,1.5L,Gasoline,Automatic,402,5600
1GNER13DX9S152814,2009,Gray,SUV,6 Cylinder,TRAVERSE LS              ,123586,Accurate,CHEVROLET,Truck,74,SUV,3.6L,Gasoline,Automatic,74,7925
5NPET46C39H412323,2009,Black,4 Door,4 Cylinder,SONATA                   ,121188,Accurate,HYUNDAI,Passenger,237,Full-size,2.4L,Gasoline,5-Speed,237,3250
2G1WA5EK3A1101319,2010,Gray,4 Door,6 Cylinder,IMPALA                   ,109459,Accurate,CHEVROLET,Passenger,295,Full-size,3.5L,Flex - Fuel,Automatic,295,3710
2FMZA51674BA70065,2004,Tan,Van,6 Cylinder,FREESTAR SE              ,94813,Accurate,FORD,Truck,470,Van,3.9L,Gasoline,Automatic,470,4385
1G1ZH57BX9F115437,2009,White,4 Door,4 Cylinder,MALIBU 1LT               ,106378,Accurate,CHEVROLET,Passenger,74,Mid-size,2.4L,Gasoline,Automatic,74,6275
1J8GW48S54C178509,2004,Black,SUV,6 Cylinder,GRAND CHEROKEE LAR/COL/FR,116776,Accurate,JEEP,Truck,85,SUV,4.0L,Gasoline,Automatic,85,6200
KNDJF724087480782,2008,Silver,SUV,4 Cylinder,SPORTAGE LX              ,105644,Accurate,KIA,Truck,306,SUV,2.0L,Gasoline,Automatic,306,4600
2CNDL13F866015775,2006,Gray,SUV,6 Cylinder,EQUINOX,117849,Accurate,CHEVROLET,Truck,495,SUV,3.4L,Gasoline,Automatic,495,3850
1FAFP34N25W268944,2005,Green,4 Door,4 Cylinder,FOCUS ZX4                ,105843,Accurate,FORD,Passenger,310,Compact,2.0L,Gasoline,Automatic,310,3660
KMHDU46D77U200170,2007,Gold,4 Door,4 Cylinder,ELANTRA                  ,115962,Accurate,HYUNDAI,Passenger,514,Mid-size,2.0L,Gasoline,Automatic,514,5300
1GNDT13S962129001,2006,Maroon,SUV,6 Cylinder,TRAILBLAZER              ,117116,Accurate,CHEVROLET,Truck,308,SUV,4.2L,Gasoline,Automatic,308,10586.16
KNDJC735X95868499,2009,Gray,SUV,6 Cylinder,SORENTO,133021,Accurate,KIA,Truck,228,SUV,3.3L,Gasoline,Automatic,228,3200
1G8AL55FX7Z117316,2007,Gray,4 Door,4 Cylinder,ION LEVEL 3              ,92778.33333,Accurate,SATURN,Passenger,291,Compact,2.2L,Gasoline,Automatic,291,4800
2MEFM75W93X652866,2003,Green,4 Door,8 Cylinder,GRAND MARQUIS LS         ,105001,Accurate,MERCURY,Passenger,446,Full-size,4.6L,Gasoline,Automatic,446,4735
KM8SC13D55U939516,2005,Silver,SUV,6 Cylinder,SANTA FE GLS/LX          ,102825,Accurate,HYUNDAI,Truck,5,SUV,2.7L,Gasoline,Automatic,5,5300
1G2NW52E14M650081,2004,Black,4 Door,6 Cylinder,GRAND AM GT              ,110292,Inaccurate,PONTIAC,Passenger,437,Mid-size,3.4L,Gasoline,Automatic,437,3500
5FNRL38787B407397,2007,Silver,Van,6 Cylinder,ODYSSEY,133565,Accurate,HONDA,Truck,421,Van,3.5L,Gasoline,Automatic,421,4925
1G8AW14F25Z118099,2005,Silver,4 Door,4 Cylinder,ION LEVEL 3              ,78237.33333,Accurate,SATURN,Passenger,484,Compact,2.2L,Gasoline,Automatic,484,3290
1G2NF52F53C114781,2003,BLACK,4 Door,4 Cylinder,GRAND AM SE1             ,106241,Accurate,PONTIAC,Passenger,79,Mid-size,2.2L,Gasoline,Automatic,79,4400
1FMYU92Z66KA01329,2006,Silver,SUV,4 Cylinder,ESCAPE XLS               ,115143,Accurate,FORD,Truck,237,SUV,2.3L,Gasoline,Automatic,237,4505
1FMDU74W34UB74359,2004,Black,SUV,8 Cylinder,EXPLORER EDDIE BAUER     ,95428,Accurate,FORD,Truck,349,SUV,4.6L,Gasoline,Automatic,349,5900
1FMCU93G49KC85748,2009,Blue,SUV,6 Cylinder,ESCAPE,117514,Accurate,FORD,Truck,470,SUV,3.0L,Gasoline,Automatic,470,4500
1G2ZG558964230009,2006,Silver,4 Door,6 Cylinder,G6 SE 1                  ,125515,Accurate,PONTIAC,Passenger,149,Mid-size,3.5L,Gasoline,Automatic,149,5000
1B3HB28B87D239914,2007,Silver,4 Door,4 Cylinder,CALIBER SE               ,81767,Accurate,DODGE,Passenger,310,Mid-size,2.0L,Gasoline,Automatic,310,4830
1C3CCBAB6CN240875,2012,Gray,4 Door,4 Cylinder,200,81528,Accurate,CHRYSLER,Passenger,475,Mid-size,2.4L,Gasoline,Automatic,475,5540
3FAHP0HA2BR291766,2011,Maroon,4 Door,4 Cylinder,FUSION,120964,Accurate,FORD,Passenger,533,Mid-size,2.5L,Gasoline,6-Speed,533,5500
3C4FY58B55T552979,2005,White,Van,4 Cylinder,PT CRUISER TOURINGEDITION,120464,Accurate,CHRYSLER,Truck,390,Mid-size,2.4L,Gasoline,Automatic,390,3000
2B3KA43G87H702189,2007,Black,4 Door,6 Cylinder,CHARGER SE/SXT           ,92219,Accurate,DODGE,Passenger,488,Full-size,3.5L,Gasoline,Automatic,488,7300
4A3AK24F28E028127,2008,Black,2 Door,4 Cylinder,ECLIPSE                  ,115644,Accurate,MITSUBISHI,Passenger,355,Mid-size,2.4L,Gasoline,Automatic,355,4800
KMHFC46F47A216289,2007,White,4 Door,6 Cylinder,AZERA                    ,103864,Accurate,HYUNDAI,Passenger,225,Full-size,3.8L,Gasoline,Automatic,225,4700
KNDJE723167229387,2006,Black,SUV,6 Cylinder,SPORTAGE                 ,140604.6667,Accurate,KIA,Truck,345,SUV,2.7L,Gasoline,Automatic,345,4284
1FMCU0D74BKB92826,2011,White,SUV,4 Cylinder,ESCAPE,134887,Accurate,FORD,Truck,308,SUV,2.5L,Gasoline,Automatic,308,4385
KMHCM3AC7AU181504,2010,Grey,2 Door,4 Cylinder,ACCENT                   ,70277,Accurate,HYUNDAI,Passenger,502,Compact,1.6L,Gasoline,Automatic,502,4000
3GNCA13D18S724533,2008,Blue,SUV,4 Cylinder,HHR LS                   ,122455,Accurate,CHEVROLET,Truck,187,Mid-size,2.2L,Gasoline,Automatic,187,4900
1C3EL46X16N174412,2006,Green,4 Door,4 Cylinder,SEBRING                  ,74288,Accurate,CHRYSLER,Passenger,237,Mid-size,2.4L,Gasoline,Automatic,237,4110
1G1AT58H897115915,2009,Black,4 Door,4 Cylinder,COBALT LT                ,140460,Accurate,CHEVROLET,Passenger,500,Compact,2.2L,Gasoline,Automatic,500,3800
2G1WH52KX59299114,2005,Blue,4 Door,6 Cylinder,IMPALA LS                ,119923.1728,Accurate,CHEVROLET,Passenger,38,Full-size,3.8L,Gasoline,Automatic,38,8800
1GNDT13S972163358,2007,Blue,SUV,6 Cylinder,TRAILBLAZER              ,155307,Accurate,CHEVROLET,Truck,450,SUV,4.2L,Gasoline,Automatic,450,4070
1GNDS13S372203694,2007,Black,SUV,6 Cylinder,TRAILBLAZER              ,78702,Accurate,CHEVROLET,Truck,412,SUV,4.2L,Gasoline,Automatic,412,6450
JTKKT624950106451,2005,Blue,4 Door,4 Cylinder,SCION XA                 ,102272,Accurate,TOYOTA,Passenger,341,Compact,1.5L,Gasoline,Automatic,341,5000
2HKYF18424H519073,2004,Silver,SUV,6 Cylinder,PILOT EX                 ,119473,Accurate,HONDA,Truck,214,SUV,3.5L,Gasoline,Automatic,214,4500
5NPEU46F56H093171,2006,Silver,4 Door,6 Cylinder,SONATA GLS/LX            ,117261,Accurate,HYUNDAI,Passenger,371,Full-size,3.3L,Gasoline,Automatic,371,5610
1G1AK55F777304719,2007,Silver,4 Door,4 Cylinder,COBALT LS                ,72423.75862,Accurate,CHEVROLET,Passenger,456,Compact,2.2L,Gasoline,Automatic,456,6245
1FMYU92Z26KA86377,2006,Black,SUV,4 Cylinder,ESCAPE XLS               ,108067,Inaccurate,FORD,Truck,437,SUV,2.3L,Gasoline,Automatic,437,4385
2G1WB58K579387791,2007,Gray,4 Door,6 Cylinder,IMPALA                   ,114930,Accurate,CHEVROLET,Passenger,491,Full-size,3.5L,Flex - Fuel,Automatic,491,4000
