VIN,CarYear,Color,VehBody,EngineType,Make,Miles,Odometer,Brand,VehType,LocationNum,CarType,EngineLiters,FuelType,Transmission,SaleLoc,PurchVal
1C3CCBBG1DN731513,2013,WHITE,4 Door,6 Cylinder,200,94063,Accurate,CHRYSLER,Passenger,119,Mid-size,3.6L,Flex - Fuel,Automatic,119,6800
4A3AK24F39E015727,2009,Silver,2 Door,4 Cylinder,ECLIPSE                  ,85335,Accurate,MITSUBISHI,Passenger,380,Mid-size,2.4L,Gasoline,Automatic,380,5500
2G4WE587471173671,2007,Black,4 Door,6 Cylinder,LACROSSE CXS             ,116351.6667,Accurate,BUICK,Passenger,475,Full-size,3.6L,Gasoline,Automatic,475,4835
1FAHP34N97W274221,2007,Silver,4 Door,4 Cylinder,FOCUS ZX4 S/SE/SES       ,92169,Accurate,FORD,Passenger,5,Compact,2.0L,Gasoline,Automatic,5,5400
1GNDX03E44D182294,2004,White,Van,6 Cylinder,VENTURE                  ,105100,Inaccurate,CHEVROLET,Truck,117,Van,3.4L,Gasoline,Automatic,117,4500
KNAFE122X55164508,2005,Blue,4 Door,4 Cylinder,NEW SPECTRA LX/EX        ,123380,Accurate,KIA,Passenger,378,Compact,2.0L,Gasoline,Automatic,378,2500
1C3LC46K87N504009,2007,Gray,4 Door,4 Cylinder,SEBRING                  ,101525,Accurate,CHRYSLER,Passenger,225,Mid-size,2.4L,Gasoline,Automatic,225,4300
2HGFA1F56AH531055,2010,White,4 Door,4 Cylinder,CIVIC                    ,125090,Accurate,HONDA,Passenger,423,Compact,1.8L,Gasoline,Automatic,423,4885
1FAFP53U27A204097,2007,Blue,4 Door,6 Cylinder,TAURUS SE                ,71733,Accurate,FORD,Passenger,84,Mid-size,3.0L,Gasoline,Automatic,84,4700
2A4GP54L37R120638,2007,GOLD,Van,6 Cylinder,TOWN & COUNTRY TOURING ED,129860,Accurate,CHRYSLER,Truck,84,Van,3.8L,Gasoline,Automatic,84,4500
3GNCA13B89S583296,2009,White,SUV,4 Cylinder,HHR,99397,Accurate,CHEVROLET,Truck,295,Mid-size,2.2L,Flex - Fuel,Automatic,295,5500
1B3EL36X74N120648,2004,PLUM,4 Door,4 Cylinder,STRATUS SE               ,90813,Accurate,DODGE,Passenger,77,Mid-size,2.4L,Gasoline,Automatic,77,4500
1D7HE22K26S521190,2006,Blue,Truck,6 Cylinder,DAKOTA                   ,113441,Accurate,DODGE,Truck,514,Compact Truck,3.7L,Gasoline,6-Speed,514,6000
2LMDU88C57BJ11784,2007,White,SUV,6 Cylinder,MKX,115356,Accurate,LINCOLN,Truck,119,Full-size,3.5L,Gasoline,Automatic,119,8180
1G1AL55F567616047,2006,Black,4 Door,4 Cylinder,COBALT LT LEVEL 2        ,100249,Accurate,CHEVROLET,Passenger,391,Compact,2.2L,Gasoline,Automatic,391,5500
1G1ND52F55M225757,2005,Champagne,4 Door,4 Cylinder,CLASSIC                  ,124654,Accurate,CHEVROLET,Passenger,454,Mid-size,2.2L,Gasoline,Automatic,454,3200
KMHDC86E69U041485,2009,Silver,4 Door,4 Cylinder,ELANTRA TOURING          ,90992.66667,Accurate,HYUNDAI,Passenger,391,Compact,2.0L,Gasoline,Automatic,391,4940
1FAFP55U83A208484,2003,Silver,4 Door,6 Cylinder,TAURUS SES               ,101718.6667,Accurate,FORD,Passenger,339,Mid-size,3.0L,Gasoline,Automatic,339,4400
1FAFP25127G113474,2007,Burgundy,4 Door,6 Cylinder,FIVE HUNDRED LTD         ,115563,Accurate,FORD,Passenger,33,Full-size,3.0L,Gasoline,Automatic,33,5900
KMHFC46F16A109442,2006,Purple,4 Door,6 Cylinder,AZERA                    ,53561,Accurate,HYUNDAI,Passenger,225,Full-size,3.8L,Gasoline,Automatic,225,4600
1G1AK15F677247082,2007,White,2 Door,4 Cylinder,COBALT LS                ,83036,Accurate,CHEVROLET,Passenger,251,Compact,2.2L,Gasoline,Automatic,251,3900
2A8HR44E69R605951,2009,White,Van,6 Cylinder,TOWN & COUNTRY LX        ,120919,Accurate,CHRYSLER,Truck,366,Van,3.3L,Flex - Fuel,Automatic,366,5500
KL1TD56627B144021,2007,Blue,4 Door,4 Cylinder,AVEO                     ,97260,Accurate,CHEVROLET,Passenger,412,Compact,1.6L,Gasoline,5-Speed,412,4900
1GNDT13S262180999,2006,Blue,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,92441,Accurate,CHEVROLET,Truck,81,SUV,4.2L,Gasoline,Automatic,81,5900
1J4GR48K06C239373,2006,BLUE,SUV,6 Cylinder,GRAND CHEROKEE           ,111422,Accurate,JEEP,Truck,188,SUV,3.7L,Gasoline,Automatic,188,6300
3A4FY58B87T582779,2007,Burgundy,Van,4 Cylinder,PT CRUISER TOURING ED    ,97150,Accurate,CHRYSLER,Truck,34,Mid-size,2.4L,Gasoline,Automatic,34,5600
2G1WF5E35C1227369,2012,Silver,4 Door,6 Cylinder,IMPALA LS                ,90707,Accurate,CHEVROLET,Passenger,77,Full-size,3.6L,Gasoline,Automatic,77,6975
1HGCM56455A152741,2005,Gray,4 Door,4 Cylinder,ACCORD LX                ,127049,Accurate,HONDA,Passenger,461,Mid-size,2.4L,Gasoline,Automatic,461,5800
3FAHP0HA5BR301237,2011,Blue,4 Door,4 Cylinder,FUSION SE                ,100049,Inaccurate,FORD,Passenger,368,Mid-size,2.5L,Gasoline,Automatic,368,6000
1C3CDZCB3DN680671,2013,Silver,4 Door,4 Cylinder,AVENGER                  ,135441,Accurate,DODGE,Passenger,432,Mid-size,2.4L,Gasoline,Automatic,432,3995
KNDJT2A26A7052992,2010,White,SUV,4 Cylinder,SOUL                     ,130025.48,Accurate,KIA,Truck,493,Compact,2.0L,Gasoline,Automatic,493,8274
4A3AB36F06E063023,2006,Gray,4 Door,4 Cylinder,GALANT ES/LS MEDIUM      ,82114,Accurate,MITSUBISHI,Passenger,451,Mid-size,2.4L,Gasoline,Automatic,451,4780
4NUET16S966700086,2006,Black,SUV,6 Cylinder,ASCENDER S/LS/LTD        ,117926,Accurate,ISUZU,Truck,461,SUV,4.2L,Gasoline,Automatic,461,5500
1G2ZF58B674185073,2007,Blue,4 Door,4 Cylinder,G6/VALUE LEADER          ,117859,Accurate,PONTIAC,Passenger,57,Mid-size,2.4L,Gasoline,Automatic,57,4200
KNDUP132356739352,2005,Green,Van,6 Cylinder,SEDONA EX/LX             ,96369.5,Accurate,KIA,Truck,117,Van,3.5L,Gasoline,Automatic,117,3950
1D7HA16K95J508506,2005,Red,Truck,6 Cylinder,RAM 1500 ST              ,110566.7143,Accurate,DODGE,Truck,69,Full-Size Truck,3.7L,Gasoline,Automatic,69,4780
2G2WP552581126050,2008,Gray,4 Door,6 Cylinder,GRAND PRIX               ,115828,Accurate,PONTIAC,Passenger,86,Full-size,3.8L,Gasoline,Automatic,86,5600
1G1PC5SB4D7204260,2013,Other,4 Door,4 Cylinder,CRUZE,107998,Accurate,CHEVROLET,Passenger,483,Compact,1.4L,Gasoline,Automatic,483,5500
1C3BC1FB5BN511275,2011,Red,4 Door,4 Cylinder,200,102423,Inaccurate,CHRYSLER,Passenger,437,Mid-size,2.4L,Gasoline,Automatic,437,4200
1GKDT13S562134547,2006,Gray,SUV,6 Cylinder,ENVOY                    ,120787,Accurate,GMC,Truck,465,SUV,4.2L,Gasoline,Automatic,465,6090
1YVHP84C585M01893,2008,Silver,4 Door,4 Cylinder,MAZDA6I                  ,121378,Accurate,MAZDA,Passenger,446,Full-size,2.3L,Gasoline,Automatic,446,5000
1FAHP31N57W138141,2007,Green,2 Door,4 Cylinder,FOCUS                    ,81653,Accurate,FORD,Passenger,425,Compact,2.0L,Gasoline,Automatic,425,4500
2MEFM74V06X616058,2006,Gold,4 Door,8 Cylinder,GRAND MARQUIS GS         ,55969,Accurate,MERCURY,Passenger,494,Full-size,4.6L,Flex - Fuel,Automatic,494,5540
2T1KE40E59C001208,2009,Blue,2 Door,4 Cylinder,COROLLA MATRIX,101767,Accurate,TOYOTA,Passenger,539,Compact,2.4L,Gasoline,5-Speed,539,5095
2CNALBEW4A6317627,2010,Silver,SUV,4 Cylinder,EQUINOX,48595,Accurate,CHEVROLET,Truck,360,SUV,2.4L,Gasoline,Automatic,360,5859.29
KNAFE121775456644,2007,White,4 Door,4 Cylinder,SPECTRA EX/LX/SX         ,68323,Accurate,KIA,Passenger,412,Compact,2.0L,Gasoline,Automatic,412,6400
1G2ZJ57K494240736,2009,Gold,4 Door,6 Cylinder,G6                       ,137426.8462,Accurate,PONTIAC,Passenger,475,Mid-size,3.5L,Flex - Fuel,Automatic,475,8625
2C3LA43R06H336509,2006,White,4 Door,6 Cylinder,300,109836,Accurate,CHRYSLER,Passenger,463,Full-size,2.7L,Gasoline,Automatic,463,4500
3GNDA23DX6S670351,2006,White,Van,4 Cylinder,HHR,113967,Accurate,CHEVROLET,Truck,261,Mid-size,2.2L,Gasoline,Automatic,261,2500
3FA6P0HD5FR187764,2015,GRAY,4 Door,4 Cylinder,FUSION,98320,Accurate,FORD,Passenger,80,Mid-size,1.5L,Gasoline,Automatic,80,8730
2MEFM75V07X627707,2007,Tan,4 Door,8 Cylinder,GRAND MARQUIS LS         ,84733,Accurate,MERCURY,Passenger,291,Full-size,4.6L,Flex - Fuel,Automatic,291,5000
1G8ZV57737F128713,2007,WHITE,4 Door,6 Cylinder,AURA,116701,Accurate,SATURN,Passenger,125,Full-size,3.6L,Gasoline,Automatic,125,5000
KNAFE161185015507,2008,Black,2 Door,4 Cylinder,SPECTRA5                 ,105479,Accurate,KIA,Passenger,533,Compact,2.0L,Gasoline,Automatic,533,4500
1FAFP53273G195127,2003,Grey,4 Door,6 Cylinder,TAURUS SE                ,119996.8333,Accurate,FORD,Passenger,238,Mid-size,3.0L,Flex - Fuel,Automatic,238,7160
1B3EL46X66N128779,2006,Gold,4 Door,4 Cylinder,STRATUS SXT              ,113890,Accurate,DODGE,Passenger,168,Mid-size,2.4L,Gasoline,Automatic,168,4615
1G1AD5F5XA7162339,2010,Red,4 Door,4 Cylinder,COBALT                   ,101247,Accurate,CHEVROLET,Passenger,250,Compact,2.2L,Gasoline,Automatic,250,4200
1FAHP35N29W151068,2009,White,4 Door,4 Cylinder,FOCUS                    ,103544.75,Accurate,FORD,Passenger,223,Compact,2.0L,Gasoline,Automatic,223,4700
2G4WD582981196890,2008,Beige,4 Door,6 Cylinder,LACROSSE                 ,5914,Accurate,BUICK,Passenger,526,Full-size,3.8L,Gasoline,Automatic,526,7000
1G1JC12F657200035,2005,Gold,2 Door,4 Cylinder,CAVALIER                 ,89134,Accurate,CHEVROLET,Passenger,69,Compact,2.2L,Gasoline,Automatic,69,4500
1GNDT13S262235497,2006,Burgundy,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,118250,Accurate,CHEVROLET,Truck,81,SUV,4.2L,Gasoline,Automatic,81,6000
1G2ZH158X64205092,2006,Red,2 Door,6 Cylinder,G6 GT                    ,93310,Accurate,PONTIAC,Passenger,9,Mid-size,3.5L,Gasoline,Automatic,9,5565
4T1BE46KX8U215461,2008,Silver,4 Door,4 Cylinder,CAMRY                    ,79948.33333,Accurate,TOYOTA,Passenger,368,Mid-size,2.4L,Gasoline,Automatic,368,5000
1G1JC52F257170359,2005,Red,4 Door,4 Cylinder,CAVALIER                 ,111769.3333,Accurate,CHEVROLET,Passenger,318,Compact,2.2L,Gasoline,Automatic,318,2515
2CNFLCEC6B6338384,2011,Gray,SUV,4 Cylinder,EQUINOX,121405,Accurate,CHEVROLET,Truck,77,SUV,2.4L,Gasoline,Automatic,77,8195
1FMCU941X4KA37992,2004,Pewter,SUV,6 Cylinder,ESCAPE LIMITED           ,110993,Accurate,FORD,Truck,62,SUV,3.0L,Gasoline,Automatic,62,6600
1G2NW52E94C189475,2004,Black,4 Door,6 Cylinder,GRAND AM GT              ,117067.6667,Accurate,PONTIAC,Passenger,81,Mid-size,3.4L,Gasoline,Automatic,81,4500
3GNCA53V39S584535,2009,Black,SUV,4 Cylinder,HHR,85117,Accurate,CHEVROLET,Truck,332,Mid-size,2.4L,Flex - Fuel,Automatic,332,5000
1B3ES56C45D235887,2005,Blue,4 Door,4 Cylinder,NEON SXT                 ,84431,Accurate,DODGE,Passenger,422,Compact,2.0L,Gasoline,Automatic,422,4000
2G2WP552X71139326,2007,Blue,4 Door,6 Cylinder,GRAND PRIX               ,118713,Accurate,PONTIAC,Passenger,295,Full-size,3.8L,Gasoline,Automatic,295,5025
1C4GJ25342B688070,2002,White,Van,6 Cylinder,VOYAGER                  ,118094,Accurate,CHRYSLER,Truck,79,Van,3.3L,Flex - Fuel,Automatic,79,3900
1GNDT13S242352848,2004,Silver,SUV,6 Cylinder,TRAILBLAZER LS/LT        ,114570,Accurate,CHEVROLET,Truck,429,SUV,4.2L,Gasoline,Automatic,429,3500
1G1ND52F74M509714,2004,Silver,4 Door,4 Cylinder,CLASSIC                  ,115742,Accurate,CHEVROLET,Passenger,394,Mid-size,2.2L,Gasoline,Automatic,394,4100
2G4WD582X71130234,2007,Gray,4 Door,6 Cylinder,LACROSSE                 ,86861,Accurate,BUICK,Passenger,409,Full-size,3.8L,Gasoline,Automatic,409,3845
1FAFP33P83W220509,2003,Blue,4 Door,4 Cylinder,FOCUS LX                 ,130164,Accurate,FORD,Passenger,112,Compact,2.0L,Gasoline,Automatic,112,3200
3FAHP0JA6AR231319,2010,Red,4 Door,4 Cylinder,FUSION SEL               ,102357,Accurate,FORD,Passenger,77,Mid-size,2.5L,Gasoline,Automatic,77,7425
5GADT13S142428831,2004,Black,SUV,6 Cylinder,RAINIER,132618,Accurate,BUICK,Truck,366,SUV,4.2L,Gasoline,Automatic,366,3500
2G1WB58K079312979,2007,Gray,4 Door,6 Cylinder,IMPALA                   ,122364,Accurate,CHEVROLET,Passenger,521,Full-size,3.5L,Flex - Fuel,Automatic,521,4150
2G1WF5EK4B1314301,2011,Silver,4 Door,6 Cylinder,IMPALA LS                ,90794,Accurate,CHEVROLET,Passenger,86,Full-size,3.5L,Flex - Fuel,Automatic,86,6800
1N4AL11D95N470014,2005,White,4 Door,4 Cylinder,ALTIMA,120144.25,Accurate,NISSAN,Passenger,237,Mid-size,2.5L,Gasoline,Automatic,237,2730
1FAFP53U76A182032,2006,Silver,4 Door,6 Cylinder,TAURUS SE                ,136557.6667,Accurate,FORD,Passenger,341,Mid-size,3.0L,Gasoline,Automatic,341,3000
3FA6P0HDXER278012,2014,Black,4 Door,4 Cylinder,FUSION,93978,Accurate,FORD,Passenger,77,Mid-size,1.5L,Gasoline,Automatic,77,8730
1J8FF28W47D356136,2007,Gray,SUV,4 Cylinder,PATRIOT                  ,119841,Accurate,JEEP,Truck,382,SUV,2.4L,Gasoline,Automatic,382,5200
1G1PG5SCXC7275152,2012,White,4 Door,4 Cylinder,CRUZE,128886.5,Accurate,CHEVROLET,Passenger,261,Compact,1.4L,Gasoline,Automatic,261,4730
1D4GP24R85B397244,2005,Blue,Van,6 Cylinder,GRAND CARAVAN SE         ,127941,Accurate,DODGE,Truck,423,Van,3.3L,Gasoline,Automatic,423,2085
1G2ZG58N174153333,2007,Gray,4 Door,6 Cylinder,G6/SE                    ,122312,Accurate,PONTIAC,Passenger,187,Mid-size,3.5L,Gasoline,Automatic,187,5000
2T1BR30E47C727704,2007,Red,4 Door,4 Cylinder,COROLLA CE/LE/S          ,122378,Accurate,TOYOTA,Passenger,423,Compact,1.8L,Gasoline,Automatic,423,5130
3FAHP0HA6AR328896,2010,Black,4 Door,4 Cylinder,FUSION SE                ,86154,Accurate,FORD,Passenger,222,Mid-size,2.5L,Gasoline,Automatic,222,6500
1G2NF52E34M707476,2004,Grey,4 Door,6 Cylinder,GRAND AM SE1             ,112280,Accurate,PONTIAC,Passenger,69,Mid-size,3.4L,Gasoline,Automatic,69,3538
1GNDV03E03D137602,2003,Blue,Van,6 Cylinder,VENTURE                  ,120969,Accurate,CHEVROLET,Truck,488,Van,3.4L,Gasoline,Automatic,488,3800
1YVFP80D435M34933,2003,Silver,4 Door,6 Cylinder,6S                       ,113747,Accurate,MAZDA,Passenger,9,Full-size,3.0L,Gasoline,Automatic,9,2655
2G1WG5E30C1301357,2012,Black,4 Door,6 Cylinder,IMPALA                   ,117232,Accurate,CHEVROLET,Passenger,423,Full-size,3.6L,Gasoline,Automatic,423,5280
1C3EL46X66N234104,2006,Green,4 Door,4 Cylinder,SEBRING                  ,109644,Accurate,CHRYSLER,Passenger,228,Mid-size,2.4L,Gasoline,Automatic,228,2185
1G2ZH18N974230522,2007,Silver,2 Door,6 Cylinder,G6                       ,110000.6667,Accurate,PONTIAC,Passenger,409,Mid-size,3.5L,Gasoline,Automatic,409,4900
1FMEU73E36UA71670,2006,Red,SUV,6 Cylinder,EXPLORER XLT             ,130376,Accurate,FORD,Truck,378,SUV,4.0L,Gasoline,Automatic,378,4605
1G2ZG558964152055,2006,Gold,4 Door,6 Cylinder,G6 SE 1                  ,82230.33333,Accurate,PONTIAC,Passenger,440,Mid-size,3.5L,Gasoline,Automatic,440,5820
2G1WF52E859360167,2005,Silver,4 Door,6 Cylinder,IMPALA                   ,93066,Accurate,CHEVROLET,Passenger,348,Full-size,3.4L,Gasoline,Automatic,348,5020
1FMZU82K74ZA12345,2004,White,SUV,6 Cylinder,EXPLORER XLS/XLS SPORT   ,130044,Inaccurate,FORD,Truck,67,SUV,4.0L,Flex - Fuel,Automatic,67,3500
2D8GV58255H177179,2005,Silver,SUV,8 Cylinder,MAGNUM R/T               ,94834.33333,Accurate,DODGE,Truck,345,Full-size,5.7L,Gasoline,Automatic,345,3349.93
2G1WT58N889182460,2008,Silver,4 Door,6 Cylinder,IMPALA                   ,90660,Accurate,CHEVROLET,Passenger,425,Full-size,3.5L,Gasoline,Automatic,425,4800
1D4GP24RX6B589430,2006,Green,Van,6 Cylinder,GRAND CARAVAN SE         ,96378,Accurate,DODGE,Truck,423,Van,3.3L,Gasoline,Automatic,423,3720
2CNDL23F586046216,2008,White,SUV,6 Cylinder,EQUINOX,93491,Accurate,CHEVROLET,Truck,371,SUV,3.4L,Gasoline,Automatic,371,5700
2G2WS542151355756,2005,White,4 Door,6 Cylinder,GRAND PRIX GT            ,128780,Accurate,PONTIAC,Passenger,434,Full-size,3.8L,Gasoline,Automatic,434,5110
1G2ZH17N974254871,2007,Grey,2 Door,6 Cylinder,G6                       ,152123,Accurate,PONTIAC,Passenger,378,Mid-size,3.5L,Gasoline,Automatic,378,3425
2G2WS522241165045,2004,Green,4 Door,6 Cylinder,GRAND PRIX               ,101588,Accurate,PONTIAC,Passenger,228,Full-size,3.8L,Gasoline,Automatic,228,2000
2G2WP522451298666,2005,Green,4 Door,6 Cylinder,GRAND PRIX               ,106767,Accurate,PONTIAC,Passenger,388,Full-size,3.8L,Gasoline,Automatic,388,4000
3C8FY68B23T500839,2003,Blue,Van,4 Cylinder,PT CRUISER LIMITED       ,93390,Accurate,CHRYSLER,Truck,394,Mid-size,2.4L,Gasoline,Automatic,394,4400
1J4GR48K05C515128,2005,Black,SUV,6 Cylinder,GRAND CHEROKEE           ,110421,Inaccurate,JEEP,Truck,437,SUV,3.7L,Gasoline,Automatic,437,4515
1D8HN44E99B513557,2009,Red,Van,6 Cylinder,GRAND CARAVAN SE         ,100070,Accurate,DODGE,Truck,69,Van,3.3L,Flex - Fuel,Automatic,69,6500
1G1AK15F267772977,2006,Silver,2 Door,4 Cylinder,COBALT LS LEVEL 2        ,105077,Accurate,CHEVROLET,Passenger,5,Compact,2.2L,Gasoline,Automatic,5,5200
3GNDA33P87S515363,2007,Purple,SUV,4 Cylinder,HHR LT                   ,104780,Accurate,CHEVROLET,Truck,117,Mid-size,2.4L,Gasoline,Automatic,117,5150
1FAHP2D84DG234056,2013,Black,4 Door,6 Cylinder,TAURUS                   ,111397,Accurate,FORD,Passenger,382,Mid-size,3.5L,Gasoline,Automatic,382,7800
1MEFM50UX3A605297,2003,Gray,4 Door,6 Cylinder,SABLE GS                 ,105556.3333,Accurate,MERCURY,Passenger,125,Mid-size,3.0L,Gasoline,Automatic,125,4200
KNAGE123375125405,2007,Maroon,4 Door,4 Cylinder,OPTIMA LX/EX             ,118260,Accurate,KIA,Passenger,391,Mid-size,2.4L,Gasoline,Automatic,391,3505
1MEFM42115G603709,2005,MAROON,4 Door,6 Cylinder,MONTEGO PREMIER          ,80440,Accurate,MERCURY,Passenger,364,Full-size,3.0L,Gasoline,Automatic,364,6000
1G2NE52F63C319822,2003,White,4 Door,4 Cylinder,GRAND AM SE              ,72815.5,Accurate,PONTIAC,Passenger,149,Mid-size,2.2L,Gasoline,Automatic,149,4945
1FAFP53295A161745,2005,Silver,4 Door,6 Cylinder,TAURUS                   ,129309,Accurate,FORD,Passenger,228,Mid-size,3.0L,Flex - Fuel,Automatic,228,1500
1G1ZT62855F315278,2005,Silver,4 Door,6 Cylinder,MALIBU MAXX LS           ,126062,Inaccurate,CHEVROLET,Passenger,67,Mid-size,3.5L,Gasoline,Automatic,67,2185
KNDJF723867251108,2006,Silver,SUV,6 Cylinder,NEW SPORTAGE,85030,Accurate,KIA,Truck,329,SUV,2.7L,Gasoline,Automatic,329,5950
4T4BE46K59R054685,2009,Black,4 Door,4 Cylinder,CAMRY                    ,95638,Accurate,TOYOTA,Passenger,119,Mid-size,2.4L,Gasoline,Automatic,119,7000
1GCCS149978211179,2007,WHITE,Truck,4 Cylinder,COLORADO                 ,108969,Accurate,CHEVROLET,Truck,82,Compact Truck,2.9L,Gasoline,Automatic,82,5500
KNAGE224295334829,2009,Blue,4 Door,6 Cylinder,OPTIMA                   ,104248,Accurate,KIA,Passenger,442,Mid-size,2.7L,Gasoline,Automatic,442,5700
1G1AK12F057635927,2005,SILVER,2 Door,4 Cylinder,COBALT LEVEL 1           ,105139,Accurate,CHEVROLET,Passenger,87,Compact,2.2L,Gasoline,Automatic,87,4800
5NMSG73D99H232671,2009,Black,SUV,6 Cylinder,SANTA FE                 ,105443,Accurate,HYUNDAI,Truck,425,SUV,2.7L,Gasoline,Automatic,425,5500
1J8FT47W58D529217,2008,Silver,SUV,4 Cylinder,COMPASS,121789,Accurate,JEEP,Truck,493,SUV,2.4L,Gasoline,Automatic,493,1865
1G1ZC5EB7A4165679,2010,Gray,4 Door,4 Cylinder,MALIBU                   ,109348,Accurate,CHEVROLET,Passenger,185,Mid-size,2.4L,Gasoline,Automatic,185,6600
1G2ZG58N574227126,2007,Beige,4 Door,6 Cylinder,G6/SE                    ,107426.25,Accurate,PONTIAC,Passenger,296,Mid-size,3.5L,Gasoline,Automatic,296,5490
1G1AL58F987231377,2008,Red,4 Door,4 Cylinder,COBALT LT                ,95670,Accurate,CHEVROLET,Passenger,329,Compact,2.2L,Gasoline,Automatic,329,6000
1D4GP24R57B194055,2007,Green,Van,6 Cylinder,GRAND CARAVAN SE         ,98265,Accurate,DODGE,Truck,483,Van,3.3L,Gasoline,Automatic,483,5525
1G1AK15F477369021,2007,Black,2 Door,4 Cylinder,COBALT                   ,96582.83333,Accurate,CHEVROLET,Passenger,214,Compact,2.2L,Gasoline,5-Speed,214,5577
1C3CDZCB0CN147532,2012,Black,4 Door,4 Cylinder,AVENGER                  ,87512.66667,Accurate,DODGE,Passenger,371,Mid-size,2.4L,Gasoline,Automatic,371,5900
3GNDA23P67S596504,2007,Red,SUV,4 Cylinder,HHR,62058,Accurate,CHEVROLET,Truck,520,Mid-size,2.4L,Gasoline,5-Speed,520,6070
1D4HB48N15F548603,2005,Black,SUV,8 Cylinder,DURANGO SLT              ,118899,Accurate,DODGE,Truck,425,SUV,4.7L,Gasoline,Automatic,425,4855
1D4HB38N65F518877,2005,Blue,SUV,8 Cylinder,DURANGO ST               ,123264,Accurate,DODGE,Truck,398,SUV,4.7L,Gasoline,Automatic,398,5775
2C3KA53V59H632175,2009,White,4 Door,6 Cylinder,300,110044,Accurate,CHRYSLER,Passenger,125,Full-size,3.5L,Gasoline,Automatic,125,6425
2G1WF52E839417898,2003,TAN,4 Door,6 Cylinder,IMPALA                   ,107702,Accurate,CHEVROLET,Passenger,84,Full-size,3.4L,Gasoline,Automatic,84,4200
2FMZA51403BA65657,2003,Silver,Van,6 Cylinder,WINDSTAR LX              ,88760,Accurate,FORD,Truck,189,Van,3.8L,Gasoline,Automatic,189,3200
4M2ZU86K95ZJ34828,2005,Grey,SUV,6 Cylinder,MOUNTAINEER              ,112717.9677,Accurate,MERCURY,Truck,61,SUV,4.0L,Flex - Fuel,Automatic,61,7000
1J4GL48K53W634306,2003,Blue,SUV,6 Cylinder,LIBERTY SPORT/FREEDOM    ,120771,Accurate,JEEP,Truck,454,SUV,3.7L,Gasoline,Automatic,454,5325
1G1ND52F55M222745,2005,Grey,4 Door,4 Cylinder,CLASSIC                  ,103932,Accurate,CHEVROLET,Passenger,409,Mid-size,2.2L,Gasoline,Automatic,409,4750
JM1CR2W30A0366090,2010,Blue,2 Door,4 Cylinder,5,95760,Accurate,MAZDA,Passenger,370,Mid-size,2.3L,Gasoline,Automatic,370,5600
1G1ZT52855F299903,2005,White,4 Door,6 Cylinder,MALIBU LS                ,117204,Accurate,CHEVROLET,Passenger,394,Mid-size,3.5L,Gasoline,Automatic,394,4300
1FAFP562X5A241020,2005,Gray,4 Door,6 Cylinder,TAURUS                   ,110427,Accurate,FORD,Passenger,470,Mid-size,3.0L,Flex - Fuel,Automatic,470,2750
3D4PG5FV5AT213110,2010,Silver,SUV,6 Cylinder,JOURNEY,106499,Accurate,DODGE,Truck,533,Compact,3.5L,Gasoline,Automatic,533,6300
1G2ZG57N684305710,2008,Blue,4 Door,6 Cylinder,G6/SE                    ,116065,Accurate,PONTIAC,Passenger,81,Mid-size,3.5L,Gasoline,Automatic,81,5700
2A4GM68496R684522,2006,Black,SUV,6 Cylinder,PACIFICA TOURING         ,136079,Accurate,CHRYSLER,Truck,500,SUV,3.5L,Gasoline,Automatic,500,4800
2G1WH52K249226835,2004,Silver,4 Door,6 Cylinder,IMPALA LS                ,116447,Accurate,CHEVROLET,Passenger,237,Full-size,3.8L,Gasoline,Automatic,237,3395
3C4FY58B44T248069,2004,Silver,Van,4 Cylinder,PT CRUISER TOURINGEDITION,102755,Accurate,CHRYSLER,Truck,388,Mid-size,2.4L,Gasoline,Automatic,388,4200
1MEFM53241A645219,2001,Blue,4 Door,6 Cylinder,SABLE LS                 ,122249,Accurate,MERCURY,Passenger,222,Mid-size,3.0L,Flex - Fuel,Automatic,222,4883.01
KM8JM12B67U561928,2007,Burgundy,SUV,4 Cylinder,TUCSON GLS               ,110964.6667,Accurate,HYUNDAI,Truck,37,SUV,2.0L,Gasoline,Automatic,37,6200
2CNDL23F956104971,2005,Red,SUV,6 Cylinder,EQUINOX LS               ,104971,Accurate,CHEVROLET,Truck,348,SUV,3.4L,Gasoline,Automatic,348,5900
2G4WB52K931143419,2003,Silver,4 Door,6 Cylinder,REGAL LS                 ,93427,Accurate,BUICK,Passenger,388,Full-size,3.8L,Gasoline,Automatic,388,4300
1G4HD57258U175033,2008,Black,4 Door,6 Cylinder,LUCERNE,90189,Accurate,BUICK,Passenger,291,Full-size,3.8L,Gasoline,Automatic,291,5650
1GNDS13S022530806,2002,Beige,SUV,6 Cylinder,TRAILBLAZER              ,105980,Accurate,CHEVROLET,Truck,348,SUV,4.2L,Gasoline,Automatic,348,5000
1FMYU93196KB10618,2006,Blue,SUV,6 Cylinder,ESCAPE XLT               ,135105,Accurate,FORD,Truck,348,SUV,3.0L,Gasoline,Automatic,348,5200
1G1AL15F667752597,2006,BLUE,2 Door,4 Cylinder,COBALT LT LEVEL 2        ,61190.5,Accurate,CHEVROLET,Passenger,82,Compact,2.2L,Gasoline,Automatic,82,5500
